"id","A4_sum","B19_sum","B5_sum","B2_sum","C46_sum","C3_sum","C47a_sum","C1_sum","C45_sum","C42_sum","D1_sum","host_phylum","host_class","host_order","host_family","host_genus","host_species","site","area","reef_bay","collection_latitude","collection_longitude","collection_date","collection_year","collection_month","collection_depth","site_zone","number","no_sp","no_sp_lo","full_sample_id","m_y","m_y_s_z","sample_full","dominant_type","minor_type"
"J3",0,0.106131121003642,0,0,0,0,0,0.606029947389721,0,0,0.287838931606637,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay","12.26947","69.12917","202003","2020","March","1","SM_bay","10","10_siderea","10_siderea_SM_bay","100SSSMBMarch2020","March 2020","March_2020_SM_bay","SM_bay_J3_March_2020",NA,"B19"
"J4",0,0.0109180480660409,0,0,0,0,0,0.00852140336861727,0,0,0.980560548565342,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef","12.26654","69.12768","202003","2020","March","5","SM_reef","3","3_siderea","3_siderea_SM_reef","3SSSMRMarch2020","March 2020","March_2020_SM_reef","SM_reef_J4_March_2020","D1","B19"
"J5",0,0,0,0,0,0.834259561948349,0,0,0,0,0.165740438051651,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef","12.26654","69.12768","202003","2020","March","5","SM_reef","65","65_siderea","65_siderea_SM_reef","65SSSMRMarch2020","March 2020","March_2020_SM_reef","SM_reef_J5_March_2020","C3","D1"
"J6",0,0,0,0,1,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SWB","SW","bay","12.07093","68.8585","202003","2020","March","1","SW_bay","9","9_radians","9_radians_SW_bay","9SRSWBMarch2020","March 2020","March_2020_SW_bay","SW_bay_J6_March_2020","C46",NA
"J7",0,0.0357359584653766,0,0,0.964264041534623,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SMB","SM","bay","12.26947","69.12917","202003","2020","March","1","SM_bay","81","81_radians","81_radians_SM_bay","81SRSMBMarch2020","March 2020","March_2020_SM_bay","SM_bay_J7_March_2020","C46","B19"
"J8",0,0,0,0,1,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SMB","SM","bay","12.26947","69.12917","202003","2020","March","1","SM_bay","94","94_radians","94_radians_SM_bay","94SRSMBMarch2020","March 2020","March_2020_SM_bay","SM_bay_J8_March_2020","C46",NA
"J9",0.984885530117804,0,0,0,0.0134474327628362,0,0,0,0,0.00166703711935986,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","astreoides","SWB","SW","bay","12.07093","68.8585","202003","2020","March","1","SW_bay","1","1_astreoides","1_astreoides_SW_bay","1PASWBMarch2020","March 2020","March_2020_SW_bay","SW_bay_J9_March_2020","A4","C46"
"K1",0.97492573824917,0,0,0,0.0241132273283243,0,0,0,0,0.000961034422505679,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","astreoides","DB","SW","bay","12.06624","68.86019","202003","2020","March","1","SW_bay","12","12_astreoides","12_astreoides_SW_bay","12PADBMarch2020","March 2020","March_2020_SW_bay","SW_bay_K1_March_2020","A4","C46"
"K10",0.00703905127412285,0,0,0,0,0.992960948725877,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef","12.26654","69.12768","202011","2020","November","5","SM_reef","72","72_siderea","72_siderea_SM_reef","72SSSMRNovember2020","November 2020","November_2020_SM_reef","SM_reef_K10_November_2020","C3","A4"
"K11",0,0,0,0,0.000248802637307955,0,0,0,0,0.00659326988866082,0.993157927474031,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SWB","SW","bay","12.07093","68.8585","202011","2020","November","1","SW_bay","58","58_radians","58_radians_SW_bay","58SRSWBNovember2020","November 2020","November_2020_SW_bay","SW_bay_K11_November_2020","D1","C46"
"K12",0,0,0,0,0,0,0,0,0.626506024096386,0.373493975903614,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SWB","SW","bay","12.07093","68.8585","202011","2020","November","1","SW_bay","9","9_radians","9_radians_SW_bay","9SRSWBNovember2020","November 2020","November_2020_SW_bay","SW_bay_K12_November_2020",NA,"C42"
"K2",1,0,0,0,0,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","astreoides","DB","SW","bay","12.06624","68.86019","202003","2020","March","1","SW_bay","87","87_astreoides","87_astreoides_SW_bay","87PADBMarch2020","March 2020","March_2020_SW_bay","SW_bay_K2_March_2020","A4",NA
"K3",0,0.0262976573265962,0,0,0,0,0,0,0,0,0.973702342673404,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SWB","SW","bay","12.07093","68.8585","202011","2020","November","1","SW_bay","XX","XX_siderea","XX_siderea_SW_bay","XXSSSWBNovember2020","November 2020","November_2020_SW_bay","SW_bay_K3_November_2020","D1","B19"
"K4",0.0107624924695117,0.291759610531286,0,0,0,0,0,0,0,0,0.697477896999202,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SWB","SW","bay","12.07093","68.8585","202011","2020","November","1","SW_bay","71","71_siderea","71_siderea_SW_bay","71SSSWBNovember2020","November 2020","November_2020_SW_bay","SW_bay_K4_November_2020",NA,"A4"
"K5",0.00875148087285512,0,0,0,0,0.991248519127145,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","DB","SW","reef","12.06624","68.86019","202011","2020","November","5","SW_reef","10","10_siderea","10_siderea_SW_reef","10SSDBNovember2020","November 2020","November_2020_SW_reef","SW_reef_K5_November_2020","C3","A4"
"K6",0.00931614317441089,0,0,0,0,0.887917856421793,0,0,0,0,0.102766000403796,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","DB","SW","reef","12.06624","68.86019","202011","2020","November","5","SW_reef","41","41_siderea","41_siderea_SW_reef","41SSDBNovember2020","November 2020","November_2020_SW_reef","SW_reef_K6_November_2020","C3","A4"
"K7",0.00896267152864408,0.0690912580366567,0,0,0,0,0,0,0,0,0.921946070434699,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay","12.26947","69.12917","202011","2020","November","1","SM_bay","8","8_siderea","8_siderea_SM_bay","8SSSMBNovember2020","November 2020","November_2020_SM_bay","SM_bay_K7_November_2020","D1","A4"
"K8",0,0,0,0,0,0,0,0,0,0,1,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay","12.26947","69.12917","202011","2020","November","1","SM_bay","40","40_siderea","40_siderea_SM_bay","40SSSMBNovember2020","November 2020","November_2020_SM_bay","SM_bay_K8_November_2020","D1",NA
"K9",0,0,0,0,0.000315409654058691,0,0.00589185233781636,0,0,0,0.993792738008125,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef","12.26654","69.12768","202011","2020","November","5","SM_reef","48","48_siderea","48_siderea_SM_reef","48SSSMRNovember2020","November 2020","November_2020_SM_reef","SM_reef_K9_November_2020","D1","C46"
"L1",0,0,0,0,1,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SWB","SW","bay","12.07093","68.8585","202011","2020","November","1","SW_bay","91","91_radians","91_radians_SW_bay","91SRSWBNovember2020","November 2020","November_2020_SW_bay","SW_bay_L1_November_2020","C46",NA
"L10",0,0,0,0,0,0,0,0,0,0,1,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","8","8_siderea","8_siderea_SM_bay","8SSSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_L10_November_2021","D1",NA
"L11",0,0.0119695556952967,0,0,0,0,0,0,0,0,0.988030444304703,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","18","18_siderea","18_siderea_SM_bay","18SSSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_L11_November_2021","D1","B19"
"L12",0,0.00754699824964197,0,0,0,0,0,0,0,0,0.992453001750358,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","33","33_siderea","33_siderea_SM_bay","33SSSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_L12_November_2021","D1","B19"
"L2",0,0.0198014119267635,0,0,0.980198588073237,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SMB","SM","bay","12.26947","69.12917","202011","2020","November","1","SM_bay","36","36_radians","36_radians_SM_bay","36SRSMBNovember2020","November 2020","November_2020_SM_bay","SM_bay_L2_November_2020","C46","B19"
"L3",0,0,0,0,0,0,0,1,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SMB","SM","bay","12.26947","69.12917","202011","2020","November","1","SM_bay","45","45_radians","45_radians_SM_bay","45SRSMBNovember2020","November 2020","November_2020_SM_bay","SM_bay_L3_November_2020","C1",NA
"L4",0.989469159681926,0,0,0,0,0,0,0,0,0,0.0105308403180744,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMB","SM","bay","12.26947","69.12917","202011","2020","November","1","SM_bay","15","15_porites","15_porites_SM_bay","15PPSMBNovember2020","November 2020","November_2020_SM_bay","SM_bay_L4_November_2020","A4","D1"
"L5",0,0,0,0,0,0,0,0,0,0.990353020473502,0.0096469795264976,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMR","SM","reef","12.26654","69.12768","202011","2020","November","5","SM_reef","7","7_porites","7_porites_SM_reef","7PPSMRNovember2020","November 2020","November_2020_SM_reef","SM_reef_L5_November_2020","C42","D1"
"L6",0,0.0259044061700214,0,0,0,0,0,0,0,0,0.974095593829979,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SWB","SW","bay","12.07093","68.8585","202111","2021","November","1","SW_bay","71","71_siderea","71_siderea_SW_bay","71SSSWBNovember2021","November 2021","November_2021_SW_bay","SW_bay_L6_November_2021","D1","B19"
"L7",0,0,0,0,0.00112220850634048,0,0,0.0173381214229604,0,0,0.981539670070699,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SWB","SW","bay","12.07093","68.8585","202111","2021","November","1","SW_bay","94","94_siderea","94_siderea_SW_bay","94SSSWBNovember2021","November 2021","November_2021_SW_bay","SW_bay_L7_November_2021","D1","C46"
"L8",0,0,0,0,0,0.986765922249793,0,0,0,0,0.0132340777502068,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","DB","SW","reef","12.06624","68.86019","202111","2021","November","5","SW_reef","38","38_siderea","38_siderea_SW_reef","38SSDBNovember2021","November 2021","November_2021_SW_reef","SW_reef_L8_November_2021","C3","D1"
"M1",0,0,0,0,0,0,0,1,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","39","39_siderea","39_siderea_SM_bay","39SSSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_M1_November_2021","C1",NA
"M10",0,0,0,0,1,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","86","86_radians","86_radians_SM_bay","86SRSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_M10_November_2021","C46",NA
"M11",0.994245494979137,0,0,0,0.00316383144573341,0,0,0,0,0.00259067357512953,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","26","26_porites","26_porites_SM_bay","26PPSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_M11_November_2021","A4","C46"
"M12",1,0,0,0,0,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","97","97_porites","97_porites_SM_bay","97PPSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_M12_November_2021","A4",NA
"M2",0,0.0776754021599577,0,0,0,0,0,0,0,0,0.922324597840042,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","44","44_siderea","44_siderea_SM_bay","44SSSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_M2_November_2021","D1","B19"
"M3",0,0,0,0,0,0,0,0,0,0,1,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","99","99_siderea","99_siderea_SM_bay","99SSSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_M3_November_2021","D1",NA
"M4",0,0.0795039930599852,0,0,0,0,0,0,0,0,0.920496006940015,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef","12.26654","69.12768","202111","2021","November","5","SM_reef","15","15_siderea","15_siderea_SM_reef","15SSSMRNovember2021","November 2021","November_2021_SM_reef","SM_reef_M4_November_2021","D1","B19"
"M5",0,0,0,0,0,0,0,0,0,0,1,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef","12.26654","69.12768","202111","2021","November","5","SM_reef","16","16_siderea","16_siderea_SM_reef","16SSSMRNovember2021","November 2021","November_2021_SM_reef","SM_reef_M5_November_2021","D1",NA
"M6",0,0,0,0,0,0,0,1,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef","12.26654","69.12768","202111","2021","November","5","SM_reef","17","17_siderea","17_siderea_SM_reef","17SSSMRNovember2021","November 2021","November_2021_SM_reef","SM_reef_M6_November_2021","C1",NA
"M7",0,0,0,0,0,1,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef","12.26654","69.12768","202111","2021","November","5","SM_reef","18","18_siderea","18_siderea_SM_reef","18SSSMRNovember2021","November 2021","November_2021_SM_reef","SM_reef_M7_November_2021","C3",NA
"M8",0,0,0,0,0,0,0,0,0,0,1,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef","12.26654","69.12768","202111","2021","November","5","SM_reef","19","19_siderea","19_siderea_SM_reef","19SSSMRNovember2021","November 2021","November_2021_SM_reef","SM_reef_M8_November_2021","D1",NA
"M9",0,0,0,0,1,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SWB","SW","bay","12.07093","68.8585","202111","2021","November","1","SW_bay","56","56_radians","56_radians_SW_bay","56SRSWBNovember2021","November 2021","November_2021_SW_bay","SW_bay_M9_November_2021","C46",NA
"N1",0,0,0,0,0,0,0,0,0,1,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","7","7_porites","7_porites_SM_bay","7PPSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_N1_November_2021","C42",NA
"N10",0,0,0,0,0,0,1,0,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMR","SM","reef","12.26654","69.12768","202111","2021","November","5","SM_reef","52","52_porites","52_porites_SM_reef","52PPSMRNovember2021","November 2021","November_2021_SM_reef","SM_reef_N10_November_2021","C47a",NA
"N2",1,0,0,0,0,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","11","11_porites","11_porites_SM_bay","11PPSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_N2_November_2021","A4",NA
"N3",1,0,0,0,0,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","24","24_porites","24_porites_SM_bay","24PPSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_N3_November_2021","A4",NA
"N4",1,0,0,0,0,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","25","25_porites","25_porites_SM_bay","25PPSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_N4_November_2021","A4",NA
"N5",0.862643313291257,0,0,0,0.0036598573402547,0,0,0,0,0.133696829368488,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMB","SM","bay","12.26947","69.12917","202111","2021","November","1","SM_bay","50","50_porites","50_porites_SM_bay","50PPSMBNovember2021","November 2021","November_2021_SM_bay","SM_bay_N5_November_2021","A4","C46"
"N6",0,0,0,0,0,0,1,0,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMR","SM","reef","12.26654","69.12768","202111","2021","November","5","SM_reef","3","3_porites","3_porites_SM_reef","3PPSMRNovember2021","November 2021","November_2021_SM_reef","SM_reef_N6_November_2021","C47a",NA
"N7",0,0,0,0,0,0,1,0,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMR","SM","reef","12.26654","69.12768","202111","2021","November","5","SM_reef","4","4_porites","4_porites_SM_reef","4PPSMRNovember2021","November 2021","November_2021_SM_reef","SM_reef_N7_November_2021","C47a",NA
"N8",0,0,0,0,0,0,1,0,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMR","SM","reef","12.26654","69.12768","202111","2021","November","5","SM_reef","28","28_porites","28_porites_SM_reef","28PPSMRNovember2021","November 2021","November_2021_SM_reef","SM_reef_N8_November_2021","C47a",NA
"N9",0,0,0,0,0,0,0,0,0,1,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMR","SM","reef","12.26654","69.12768","202111","2021","November","5","SM_reef","47","47_porites","47_porites_SM_reef","47PPSMRNovember2021","November 2021","November_2021_SM_reef","SM_reef_N9_November_2021","C42",NA
